,related_sensor_data,label,oneshot_example,augmented_label
25,"{""time_stamp"": ""0:03"", ""name"": ""car"", ""Distance"": 0.2}",(0:03) The drone is facing the risk of physical damage. There is a car in the drone's flight path at a distance of 0.2m.,"[""[{'time_stamp': '0:05', 'name': 'car', 'Distance': 0.3}]"", ""(0:05) The drone is facing the risk of physical damage. There is a car in the drone's flight path at a distance of 0.3m.""]","input: [{'time_stamp': '0:05', 'name': 'car', 'Distance': 0.3}], output: (0:05) The drone is facing the risk of physical damage. There is a car in the drone's flight path at a distance of 0.3m.
 input:[{'Normal_frame': False}, {'time_stamp': '0:01', 'name': 'car', 'Distance': 3.0}, {'time_stamp': '0:05', 'name': 'car', 'Distance': 0.3}, {'time_stamp': '0:05', 'name': 'car', 'Distance': 0.3}, {'time_stamp': '0:01', 'name': 'car', 'Distance': 3.0}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'Normal_frame': False}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 1.0}, {'time_stamp': '0:06', 'name': 'car', 'Distance': 0.2}, {'time_stamp': '0:06', 'name': 'car', 'Distance': 0.2}, {'Battery_level': 20}, {'Battery_level': 20}, {'Battery_level': 20}, {'Normal_frame': False}, {'time_stamp': '0:03', 'name': '-', 'Distance': 1.0}, {'time_stamp': '0:03', 'name': '-', 'Distance': 1.0}, {'Normal_frame': False}, {'time_stamp': '0:01', 'name': 'car', 'Distance': 0.5}, {'time_stamp': '0:02', 'name': 'car', 'Distance': 1.5}, {'Normal_frame': False}, {'Battery_level': 30, 'WindSpeed (m/s)': 18}, {'Battery_level': 20}, {'Normal_frame': False}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}], output:"
26,"{""Normal_frame"": false}",The drone is flying with a damaged frame.,"[""[{'Normal_frame': false}]"", 'The drone is flying with a damaged frame.']","input: [{'Normal_frame': false}], output: The drone is flying with a damaged frame.
 input:[{'Normal_frame': False}, {'time_stamp': '0:01', 'name': 'car', 'Distance': 3.0}, {'time_stamp': '0:05', 'name': 'car', 'Distance': 0.3}, {'time_stamp': '0:05', 'name': 'car', 'Distance': 0.3}, {'time_stamp': '0:01', 'name': 'car', 'Distance': 3.0}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'Normal_frame': False}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 1.0}, {'time_stamp': '0:06', 'name': 'car', 'Distance': 0.2}, {'time_stamp': '0:06', 'name': 'car', 'Distance': 0.2}, {'Battery_level': 20}, {'Battery_level': 20}, {'Battery_level': 20}, {'Normal_frame': False}, {'time_stamp': '0:03', 'name': '-', 'Distance': 1.0}, {'time_stamp': '0:03', 'name': '-', 'Distance': 1.0}, {'Normal_frame': False}, {'time_stamp': '0:01', 'name': 'car', 'Distance': 0.5}, {'time_stamp': '0:02', 'name': 'car', 'Distance': 1.5}, {'Normal_frame': False}, {'Battery_level': 30, 'WindSpeed (m/s)': 18}, {'Battery_level': 20}, {'Normal_frame': False}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'Normal_frame': False}], output:"
27,"{""time_stamp"": ""0:02"", ""name"": ""car"", ""Distance"": 0.5}",(0:02) The drone is risking physical damage. It's flying too close to the moving car at a distance of 0.5m.,"[""[{'time_stamp': '0:01', 'name': 'car', 'Distance': 3.0}]"", ""(0:01) The drone is risking physical damage. It's flying too close to the moving car at a distance of 3.0m.""]","input: [{'time_stamp': '0:01', 'name': 'car', 'Distance': 3.0}], output: (0:01) The drone is risking physical damage. It's flying too close to the moving car at a distance of 3.0m.
 input:[{'Normal_frame': False}, {'time_stamp': '0:01', 'name': 'car', 'Distance': 3.0}, {'time_stamp': '0:05', 'name': 'car', 'Distance': 0.3}, {'time_stamp': '0:05', 'name': 'car', 'Distance': 0.3}, {'time_stamp': '0:01', 'name': 'car', 'Distance': 3.0}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'Normal_frame': False}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 1.0}, {'time_stamp': '0:06', 'name': 'car', 'Distance': 0.2}, {'time_stamp': '0:06', 'name': 'car', 'Distance': 0.2}, {'Battery_level': 20}, {'Battery_level': 20}, {'Battery_level': 20}, {'Normal_frame': False}, {'time_stamp': '0:03', 'name': '-', 'Distance': 1.0}, {'time_stamp': '0:03', 'name': '-', 'Distance': 1.0}, {'Normal_frame': False}, {'time_stamp': '0:01', 'name': 'car', 'Distance': 0.5}, {'time_stamp': '0:02', 'name': 'car', 'Distance': 1.5}, {'Normal_frame': False}, {'Battery_level': 30, 'WindSpeed (m/s)': 18}, {'Battery_level': 20}, {'Normal_frame': False}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'Normal_frame': False}, {'time_stamp': '0:02', 'name': 'car', 'Distance': 0.5}], output:"
28,"{""Battery_level"": 20}",The flying drone is runing out of battery with only 20% charge.,"[""[{'Bettery_level': 20}]"", 'The flying drone is runing out of battery with only 20% charge.']","input: [{'Bettery_level': 20}], output: The flying drone is runing out of battery with only 20% charge.
 input:[{'Normal_frame': False}, {'time_stamp': '0:01', 'name': 'car', 'Distance': 3.0}, {'time_stamp': '0:05', 'name': 'car', 'Distance': 0.3}, {'time_stamp': '0:05', 'name': 'car', 'Distance': 0.3}, {'time_stamp': '0:01', 'name': 'car', 'Distance': 3.0}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'Normal_frame': False}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 1.0}, {'time_stamp': '0:06', 'name': 'car', 'Distance': 0.2}, {'time_stamp': '0:06', 'name': 'car', 'Distance': 0.2}, {'Battery_level': 20}, {'Battery_level': 20}, {'Battery_level': 20}, {'Normal_frame': False}, {'time_stamp': '0:03', 'name': '-', 'Distance': 1.0}, {'time_stamp': '0:03', 'name': '-', 'Distance': 1.0}, {'Normal_frame': False}, {'time_stamp': '0:01', 'name': 'car', 'Distance': 0.5}, {'time_stamp': '0:02', 'name': 'car', 'Distance': 1.5}, {'Normal_frame': False}, {'Battery_level': 30, 'WindSpeed (m/s)': 18}, {'Battery_level': 20}, {'Normal_frame': False}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'Normal_frame': False}, {'time_stamp': '0:02', 'name': 'car', 'Distance': 0.5}, {'Battery_level': 20}], output:"
29,"{""Battery_level"": 20, ""WindSpeed (m/s)"": 21}",The drone is flying in a strong wind of 21m/s with a low battery level at 20%.,"[""[{'Bettery_level': 30, 'WindSpeed (m/s)': 18}]"", 'The drone is flying in a strong wind of 18m/s with a low battery level at 30%.']","input: [{'Bettery_level': 30, 'WindSpeed (m/s)': 18}], output: The drone is flying in a strong wind of 18m/s with a low battery level at 30%.
 input:[{'Normal_frame': False}, {'time_stamp': '0:01', 'name': 'car', 'Distance': 3.0}, {'time_stamp': '0:05', 'name': 'car', 'Distance': 0.3}, {'time_stamp': '0:05', 'name': 'car', 'Distance': 0.3}, {'time_stamp': '0:01', 'name': 'car', 'Distance': 3.0}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'Normal_frame': False}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 1.0}, {'time_stamp': '0:06', 'name': 'car', 'Distance': 0.2}, {'time_stamp': '0:06', 'name': 'car', 'Distance': 0.2}, {'Battery_level': 20}, {'Battery_level': 20}, {'Battery_level': 20}, {'Normal_frame': False}, {'time_stamp': '0:03', 'name': '-', 'Distance': 1.0}, {'time_stamp': '0:03', 'name': '-', 'Distance': 1.0}, {'Normal_frame': False}, {'time_stamp': '0:01', 'name': 'car', 'Distance': 0.5}, {'time_stamp': '0:02', 'name': 'car', 'Distance': 1.5}, {'Normal_frame': False}, {'Battery_level': 30, 'WindSpeed (m/s)': 18}, {'Battery_level': 20}, {'Normal_frame': False}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'Normal_frame': False}, {'time_stamp': '0:02', 'name': 'car', 'Distance': 0.5}, {'Battery_level': 20}, {'Battery_level': 20, 'WindSpeed (m/s)': 21}], output:"
30,"{""time_stamp"": ""0:02"", ""name"": ""car"", ""Distance"": 3.0}",(0:02) The drone is risking physical damage. It's flying too close to the moving car at a distance of 3.0m.,"[""[{'time_stamp': '0:01', 'name': 'car', 'Distance': 3.0}]"", ""(0:01) The drone is risking physical damage. It's flying too close to the moving car at a distance of 3.0m.""]","input: [{'time_stamp': '0:01', 'name': 'car', 'Distance': 3.0}], output: (0:01) The drone is risking physical damage. It's flying too close to the moving car at a distance of 3.0m.
 input:[{'Normal_frame': False}, {'time_stamp': '0:01', 'name': 'car', 'Distance': 3.0}, {'time_stamp': '0:05', 'name': 'car', 'Distance': 0.3}, {'time_stamp': '0:05', 'name': 'car', 'Distance': 0.3}, {'time_stamp': '0:01', 'name': 'car', 'Distance': 3.0}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'Normal_frame': False}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 1.0}, {'time_stamp': '0:06', 'name': 'car', 'Distance': 0.2}, {'time_stamp': '0:06', 'name': 'car', 'Distance': 0.2}, {'Battery_level': 20}, {'Battery_level': 20}, {'Battery_level': 20}, {'Normal_frame': False}, {'time_stamp': '0:03', 'name': '-', 'Distance': 1.0}, {'time_stamp': '0:03', 'name': '-', 'Distance': 1.0}, {'Normal_frame': False}, {'time_stamp': '0:01', 'name': 'car', 'Distance': 0.5}, {'time_stamp': '0:02', 'name': 'car', 'Distance': 1.5}, {'Normal_frame': False}, {'Battery_level': 30, 'WindSpeed (m/s)': 18}, {'Battery_level': 20}, {'Normal_frame': False}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'Normal_frame': False}, {'time_stamp': '0:02', 'name': 'car', 'Distance': 0.5}, {'Battery_level': 20}, {'Battery_level': 20, 'WindSpeed (m/s)': 21}, {'time_stamp': '0:02', 'name': 'car', 'Distance': 3.0}, {'time_stamp': '0:04', 'name': 'car', 'Distance': 0.4}], output:"
31,"{""time_stamp"": ""0:04"", ""name"": ""car"", ""Distance"": 0.4}",(0:04) The drone is risking physical damage. It's flying too close to the moving car at a distance of 0.4m.,"[""[{'time_stamp': '0:01', 'name': 'car', 'Distance': 3.0}]"", ""(0:01) The drone is risking physical damage. It's flying too close to the moving car at a distance of 3.0m.""]","input: [{'time_stamp': '0:01', 'name': 'car', 'Distance': 3.0}], output: (0:01) The drone is risking physical damage. It's flying too close to the moving car at a distance of 3.0m.
 input:[{'Normal_frame': False}, {'time_stamp': '0:01', 'name': 'car', 'Distance': 3.0}, {'time_stamp': '0:05', 'name': 'car', 'Distance': 0.3}, {'time_stamp': '0:05', 'name': 'car', 'Distance': 0.3}, {'time_stamp': '0:01', 'name': 'car', 'Distance': 3.0}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'Normal_frame': False}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 1.0}, {'time_stamp': '0:06', 'name': 'car', 'Distance': 0.2}, {'time_stamp': '0:06', 'name': 'car', 'Distance': 0.2}, {'Battery_level': 20}, {'Battery_level': 20}, {'Battery_level': 20}, {'Normal_frame': False}, {'time_stamp': '0:03', 'name': '-', 'Distance': 1.0}, {'time_stamp': '0:03', 'name': '-', 'Distance': 1.0}, {'Normal_frame': False}, {'time_stamp': '0:01', 'name': 'car', 'Distance': 0.5}, {'time_stamp': '0:02', 'name': 'car', 'Distance': 1.5}, {'Normal_frame': False}, {'Battery_level': 30, 'WindSpeed (m/s)': 18}, {'Battery_level': 20}, {'Normal_frame': False}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'Normal_frame': False}, {'time_stamp': '0:02', 'name': 'car', 'Distance': 0.5}, {'Battery_level': 20}, {'Battery_level': 20, 'WindSpeed (m/s)': 21}, {'time_stamp': '0:02', 'name': 'car', 'Distance': 3.0}, {'time_stamp': '0:04', 'name': 'car', 'Distance': 0.4}], output:"
32,"{""Normal_frame"": false}",The drone is flying with a damaged frame.,"[""[{'Normal_frame': false}]"", 'The drone is flying with a damaged frame.']","input: [{'Normal_frame': false}], output: The drone is flying with a damaged frame.
 input:[{'Normal_frame': False}, {'time_stamp': '0:01', 'name': 'car', 'Distance': 3.0}, {'time_stamp': '0:05', 'name': 'car', 'Distance': 0.3}, {'time_stamp': '0:05', 'name': 'car', 'Distance': 0.3}, {'time_stamp': '0:01', 'name': 'car', 'Distance': 3.0}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'Normal_frame': False}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 1.0}, {'time_stamp': '0:06', 'name': 'car', 'Distance': 0.2}, {'time_stamp': '0:06', 'name': 'car', 'Distance': 0.2}, {'Battery_level': 20}, {'Battery_level': 20}, {'Battery_level': 20}, {'Normal_frame': False}, {'time_stamp': '0:03', 'name': '-', 'Distance': 1.0}, {'time_stamp': '0:03', 'name': '-', 'Distance': 1.0}, {'Normal_frame': False}, {'time_stamp': '0:01', 'name': 'car', 'Distance': 0.5}, {'time_stamp': '0:02', 'name': 'car', 'Distance': 1.5}, {'Normal_frame': False}, {'Battery_level': 30, 'WindSpeed (m/s)': 18}, {'Battery_level': 20}, {'Normal_frame': False}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'Normal_frame': False}, {'time_stamp': '0:02', 'name': 'car', 'Distance': 0.5}, {'Battery_level': 20}, {'Battery_level': 20, 'WindSpeed (m/s)': 21}, {'time_stamp': '0:02', 'name': 'car', 'Distance': 3.0}, {'time_stamp': '0:04', 'name': 'car', 'Distance': 0.4}, {'Normal_frame': False}], output:"
33,"{""time_stamp"": ""0:03"", ""name"": ""car"", ""Distance"": 1.0}",(0:03) The drone is risking physical damage. It's flying too close to the moving car at a distance of 1.0m.,"[""[{'time_stamp': '0:01', 'name': 'car', 'Distance': 3.0}]"", ""(0:01) The drone is risking physical damage. It's flying too close to the moving car at a distance of 3.0m.""]","input: [{'time_stamp': '0:01', 'name': 'car', 'Distance': 3.0}], output: (0:01) The drone is risking physical damage. It's flying too close to the moving car at a distance of 3.0m.
 input:[{'Normal_frame': False}, {'time_stamp': '0:01', 'name': 'car', 'Distance': 3.0}, {'time_stamp': '0:05', 'name': 'car', 'Distance': 0.3}, {'time_stamp': '0:05', 'name': 'car', 'Distance': 0.3}, {'time_stamp': '0:01', 'name': 'car', 'Distance': 3.0}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'Normal_frame': False}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 1.0}, {'time_stamp': '0:06', 'name': 'car', 'Distance': 0.2}, {'time_stamp': '0:06', 'name': 'car', 'Distance': 0.2}, {'Battery_level': 20}, {'Battery_level': 20}, {'Battery_level': 20}, {'Normal_frame': False}, {'time_stamp': '0:03', 'name': '-', 'Distance': 1.0}, {'time_stamp': '0:03', 'name': '-', 'Distance': 1.0}, {'Normal_frame': False}, {'time_stamp': '0:01', 'name': 'car', 'Distance': 0.5}, {'time_stamp': '0:02', 'name': 'car', 'Distance': 1.5}, {'Normal_frame': False}, {'Battery_level': 30, 'WindSpeed (m/s)': 18}, {'Battery_level': 20}, {'Normal_frame': False}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'Normal_frame': False}, {'time_stamp': '0:02', 'name': 'car', 'Distance': 0.5}, {'Battery_level': 20}, {'Battery_level': 20, 'WindSpeed (m/s)': 21}, {'time_stamp': '0:02', 'name': 'car', 'Distance': 3.0}, {'time_stamp': '0:04', 'name': 'car', 'Distance': 0.4}, {'Normal_frame': False}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 1.0}], output:"
34,"{""time_stamp"": ""0:03"", ""name"": ""car"", ""Distance"": 0.3}",(0:03) The drone is risking physical damage. It's flying too close to the moving car at a distance of 0.3m.,"[""[{'time_stamp': '0:01', 'name': 'car', 'Distance': 3.0}]"", ""(0:01) The drone is risking physical damage. It's flying too close to the moving car at a distance of 3.0m.""]","input: [{'time_stamp': '0:01', 'name': 'car', 'Distance': 3.0}], output: (0:01) The drone is risking physical damage. It's flying too close to the moving car at a distance of 3.0m.
 input:[{'Normal_frame': False}, {'time_stamp': '0:01', 'name': 'car', 'Distance': 3.0}, {'time_stamp': '0:05', 'name': 'car', 'Distance': 0.3}, {'time_stamp': '0:05', 'name': 'car', 'Distance': 0.3}, {'time_stamp': '0:01', 'name': 'car', 'Distance': 3.0}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'Normal_frame': False}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 1.0}, {'time_stamp': '0:06', 'name': 'car', 'Distance': 0.2}, {'time_stamp': '0:06', 'name': 'car', 'Distance': 0.2}, {'Battery_level': 20}, {'Battery_level': 20}, {'Battery_level': 20}, {'Normal_frame': False}, {'time_stamp': '0:03', 'name': '-', 'Distance': 1.0}, {'time_stamp': '0:03', 'name': '-', 'Distance': 1.0}, {'Normal_frame': False}, {'time_stamp': '0:01', 'name': 'car', 'Distance': 0.5}, {'time_stamp': '0:02', 'name': 'car', 'Distance': 1.5}, {'Normal_frame': False}, {'Battery_level': 30, 'WindSpeed (m/s)': 18}, {'Battery_level': 20}, {'Normal_frame': False}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'Normal_frame': False}, {'time_stamp': '0:02', 'name': 'car', 'Distance': 0.5}, {'Battery_level': 20}, {'Battery_level': 20, 'WindSpeed (m/s)': 21}, {'time_stamp': '0:02', 'name': 'car', 'Distance': 3.0}, {'time_stamp': '0:04', 'name': 'car', 'Distance': 0.4}, {'Normal_frame': False}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 1.0}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.3}], output:"
35,"{""time_stamp"": ""0:03"", ""name"": ""car"", ""Distance"": 0.3}",(0:03) The drone is facing the risk of physical damage. There is a car in the drone's flight path at a distance of 0.3m.,"[""[{'time_stamp': '0:05', 'name': 'car', 'Distance': 0.3}]"", ""(0:05) The drone is facing the risk of physical damage. There is a car in the drone's flight path at a distance of 0.3m.""]","input: [{'time_stamp': '0:05', 'name': 'car', 'Distance': 0.3}], output: (0:05) The drone is facing the risk of physical damage. There is a car in the drone's flight path at a distance of 0.3m.
 input:[{'Normal_frame': False}, {'time_stamp': '0:01', 'name': 'car', 'Distance': 3.0}, {'time_stamp': '0:05', 'name': 'car', 'Distance': 0.3}, {'time_stamp': '0:05', 'name': 'car', 'Distance': 0.3}, {'time_stamp': '0:01', 'name': 'car', 'Distance': 3.0}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'Normal_frame': False}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 1.0}, {'time_stamp': '0:06', 'name': 'car', 'Distance': 0.2}, {'time_stamp': '0:06', 'name': 'car', 'Distance': 0.2}, {'Battery_level': 20}, {'Battery_level': 20}, {'Battery_level': 20}, {'Normal_frame': False}, {'time_stamp': '0:03', 'name': '-', 'Distance': 1.0}, {'time_stamp': '0:03', 'name': '-', 'Distance': 1.0}, {'Normal_frame': False}, {'time_stamp': '0:01', 'name': 'car', 'Distance': 0.5}, {'time_stamp': '0:02', 'name': 'car', 'Distance': 1.5}, {'Normal_frame': False}, {'Battery_level': 30, 'WindSpeed (m/s)': 18}, {'Battery_level': 20}, {'Normal_frame': False}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.2}, {'Normal_frame': False}, {'time_stamp': '0:02', 'name': 'car', 'Distance': 0.5}, {'Battery_level': 20}, {'Battery_level': 20, 'WindSpeed (m/s)': 21}, {'time_stamp': '0:02', 'name': 'car', 'Distance': 3.0}, {'time_stamp': '0:04', 'name': 'car', 'Distance': 0.4}, {'Normal_frame': False}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 1.0}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.3}, {'time_stamp': '0:03', 'name': 'car', 'Distance': 0.3}], output:"
