,link,summary,templates,related_status,related_timestep,source
133,https://drive.google.com/file/d/1-DZgu_9-13fYK_LNBvuXkyg448LNlfHh/view?usp=sharing,"Risk of physical damage! The drone is flying with low battery at an altitude of 2m in a low-temperature setting. [SEP]
(0:01) Risk of physical damage! There's a tree in 3m in the drone's path. [SEP]
(0:04) Risk of physical damage! Now the drone is flying 1m from the tree. [SEP]
(0:07) Risk of physical damage! Another tree is 3m ahead in the flight path. [SEP]
(0:15) Risk of physical damage! The drone is flying 1m from a parapet. [SEP]
(0:16) Risk of physical damage! Now there's a light 1.5m from the drone. [SEP]",The flying drone is runing out of battery with only 20% charge.The drone is flying in low temperature at 7 degree with a low battery level at 20%.(0:01) The drone is facing the risk of physical damage. There is a tree 1 in the drone's flight path at a distance of 3.0m. (0:07) The drone is facing the risk of physical damage. There is a tree 2 in the drone's flight path at a distance of 3.0m.,"{""Battery_level"": 20}{""Battery_level"": 20, ""Temperature (celcius)"": 7}","{""time_stamp"": ""0:01"", ""name"": ""tree 1"", ""Distance"": 3.0} {""time_stamp"": ""0:07"", ""name"": ""tree 2"", ""Distance"": 3.0}","{""Battery_level"": 20}{""Battery_level"": 20, ""Temperature (celcius)"": 7}{""time_stamp"": ""0:01"", ""name"": ""tree 1"", ""Distance"": 3.0} {""time_stamp"": ""0:07"", ""name"": ""tree 2"", ""Distance"": 3.0}"
196,https://drive.google.com/file/d/1AdhLGaXRWczOqtubIrYLUU7DNQPLUplf/view?usp=sharing,"(0:09) Risk of physical damage! There's an obstruction in the drone's flight path at a distance of 5m. [SEP]
(0:13) Risk of physical damage! Now the obstruction is in the drone's flight path at a distance of 5m. [SEP]","(0:10) The drone is facing the risk of physical damage. It's flying too close to obstruction at a distance of 3.0m, and the pilot is not experienced.(0:09) The drone is facing the risk of physical damage. There is a obstruction in the drone's flight path at a distance of 5.0m. (0:13) The drone is facing the risk of physical damage. There is a obstruction in the drone's flight path at a distance of 5.0m.",,"{""time_stamp"": ""0:10"", ""name"": ""obstruction"", ""Distance"": 3.0}{""time_stamp"": ""0:09"", ""name"": ""obstruction"", ""Distance"": 5.0} {""time_stamp"": ""0:13"", ""name"": ""obstruction"", ""Distance"": 5.0}","{""time_stamp"": ""0:10"", ""name"": ""obstruction"", ""Distance"": 3.0}{""time_stamp"": ""0:09"", ""name"": ""obstruction"", ""Distance"": 5.0} {""time_stamp"": ""0:13"", ""name"": ""obstruction"", ""Distance"": 5.0}"
193,https://drive.google.com/file/d/1z4gBPrxH5qkohkRGEDYYTZ93DtFPLc8t/view?usp=sharing,"(0:00) Risk of physical damage! The drone is flying 1m from a tree. [SEP]
(0:01) Risk of physical damage! There's a tree 5m ahead in the drone's path. [SEP]
(0:07) Risk of physical damage! Another tree 7m away is in the flight path. [SEP]
(0:08) Risk of physical damage! There's another tree 2m close to the drone. [SEP]
(0:11) Risk of physical damage! Now that tree is in the flight path and 3m away. [SEP]
(0:12) Risk of physical damage! The drone is flying 1m from the tree. [SEP]",(0:01) The drone is facing the risk of physical damage. There is a tree 2 in the drone's flight path at a distance of 5.0m. (0:07) The drone is facing the risk of physical damage. There is a tree 3 in the drone's flight path at a distance of 7.0m. (0:11) The drone is facing the risk of physical damage. There is a tree 3 in the drone's flight path at a distance of 3.0m.,,"{""time_stamp"": ""0:01"", ""name"": ""tree 2"", ""Distance"": 5.0} {""time_stamp"": ""0:07"", ""name"": ""tree 3"", ""Distance"": 7.0} {""time_stamp"": ""0:11"", ""name"": ""tree 3"", ""Distance"": 3.0}","{""time_stamp"": ""0:01"", ""name"": ""tree 2"", ""Distance"": 5.0} {""time_stamp"": ""0:07"", ""name"": ""tree 3"", ""Distance"": 7.0} {""time_stamp"": ""0:11"", ""name"": ""tree 3"", ""Distance"": 3.0}"
191,https://drive.google.com/file/d/13PaIrFmt94yYYoARVIqRTxqz1QlPZ-Yp/view?usp=sharing,"Risk of physical damage! The drone is flying with empty battery and a damaged frame at a 2m altitude. [SEP]
(0:00) Risk of physical damage! There's a tree 3m away in the flight path. [SEP]
(0:05) Risk of physical damage! Now the tree is 2m away and again in the flight path. [SEP]
(0:06) Risk of physical damage! The drone is flying .5m from the tree now. There's also a person in 7m in the drone's path. [SEP]
(0:10) Risk of physical damage! The drone is flying 2m from another person. [SEP]
(0:16) Risk of physical damage! The tree is 1m away and in the flight path. [SEP]",The flying drone is runing out of battery with only 10% charge.The drone is flying with a damaged frame.(0:10) The drone is risking physical damage. It's flying too close to the moving person beside tree at a distance of 2.0m. (0:07) The drone is risking physical damage. It's flying too close to the moving person on tree at a distance of 3.0m.(0:00) The drone is facing the risk of physical damage. There is a tree 1 in the drone's flight path at a distance of 3.0m. (0:05) The drone is facing the risk of physical damage. There is a tree 1 in the drone's flight path at a distance of 2.0m. (0:16) The drone is facing the risk of physical damage. There is a tree 1 in the drone's flight path at a distance of 1.0m. (0:06) The drone is facing the risk of physical damage. There is a person on tree in the drone's flight path at a distance of 7.0m.,"{""Battery_level"": 10}{""Normal_frame"": false}","{""time_stamp"": ""0:10"", ""name"": ""person beside tree"", ""Distance"": 2.0} {""time_stamp"": ""0:07"", ""name"": ""person on tree"", ""Distance"": 3.0}{""time_stamp"": ""0:00"", ""name"": ""tree 1"", ""Distance"": 3.0} {""time_stamp"": ""0:05"", ""name"": ""tree 1"", ""Distance"": 2.0} {""time_stamp"": ""0:16"", ""name"": ""tree 1"", ""Distance"": 1.0} {""time_stamp"": ""0:06"", ""name"": ""person on tree"", ""Distance"": 7.0}","{""Battery_level"": 10}{""Normal_frame"": false}{""time_stamp"": ""0:10"", ""name"": ""person beside tree"", ""Distance"": 2.0} {""time_stamp"": ""0:07"", ""name"": ""person on tree"", ""Distance"": 3.0}{""time_stamp"": ""0:00"", ""name"": ""tree 1"", ""Distance"": 3.0} {""time_stamp"": ""0:05"", ""name"": ""tree 1"", ""Distance"": 2.0} {""time_stamp"": ""0:16"", ""name"": ""tree 1"", ""Distance"": 1.0} {""time_stamp"": ""0:06"", ""name"": ""person on tree"", ""Distance"": 7.0}"
143,https://drive.google.com/file/d/1WMLSGkI5jgRcUemuz2sO82hK8lYNMZ95/view?usp=sharing,"Risk of physical damage! The drone's frame is in need of repair. [SEP]
(0:03) Risk of physical damage! The drone is flying 2m from a pillar of a building. [SEP]
(0:04) Risk of physical damage! There are stairs 3m ahead in the flight path. [SEP]","The drone is flying with a damaged frame.(0:03) The drone is facing the risk of physical damage. It's flying too close to pillar of building 2 at a distance of 2.0m, and the pilot is not experienced. (0:04) The drone is facing the risk of physical damage. It's flying too close to stair at a distance of 3.0m, and the pilot is not experienced. (0:07) The drone is facing the risk of physical damage. It's flying too close to building wall at a distance of 3.0m, and the pilot is not experienced.(0:04) The drone is facing the risk of physical damage. There is a stair in the drone's flight path at a distance of 3.0m.","{""Normal_frame"": false}","{""time_stamp"": ""0:03"", ""name"": ""pillar of building 2"", ""Distance"": 2.0} {""time_stamp"": ""0:04"", ""name"": ""stair"", ""Distance"": 3.0} {""time_stamp"": ""0:07"", ""name"": ""building wall"", ""Distance"": 3.0}{""time_stamp"": ""0:04"", ""name"": ""stair"", ""Distance"": 3.0}","{""Normal_frame"": false}{""time_stamp"": ""0:03"", ""name"": ""pillar of building 2"", ""Distance"": 2.0} {""time_stamp"": ""0:04"", ""name"": ""stair"", ""Distance"": 3.0} {""time_stamp"": ""0:07"", ""name"": ""building wall"", ""Distance"": 3.0}{""time_stamp"": ""0:04"", ""name"": ""stair"", ""Distance"": 3.0}"
174,https://drive.google.com/file/d/19GfTYDmgHHHQkAbeffDT1tZQvrKWo-pe/view?usp=sharing,Risk of physical damage! The drone has a damaged frame. [SEP],The drone is flying with a damaged frame.,"{""Normal_frame"": false}",,"{""Normal_frame"": false}"
102,https://drive.google.com/file/d/125Vg57GLCLP6gcLpBlyuRrJfqvBcWsDT/view?usp=sharing,"Risk of physical damage! The drone has low battery. It’s flying at an altitude of 2m. [SEP]
(0:02) Risk of physical damage! There's a tree in the drone's flight path at a distance of 7m. [SEP]
(0:05) Risk of physical damage! There’s another tree in the drone's flight path at a distance of 5m. [SEP]
(0:08) Risk of physical damage! Now the tree is only 1m away. [SEP]","(0:08) The drone is facing the risk of physical damage. It's flying too close to tree 4 at a distance of 1.0m, and the pilot is not experienced.(0:02) The drone is facing the risk of physical damage. There is a tree 3 in the drone's flight path at a distance of 7.0m. (0:05) The drone is facing the risk of physical damage. There is a tree 4 in the drone's flight path at a distance of 5.0m.",,"{""time_stamp"": ""0:08"", ""name"": ""tree 4"", ""Distance"": 1.0}{""time_stamp"": ""0:02"", ""name"": ""tree 3"", ""Distance"": 7.0} {""time_stamp"": ""0:05"", ""name"": ""tree 4"", ""Distance"": 5.0}","{""time_stamp"": ""0:08"", ""name"": ""tree 4"", ""Distance"": 1.0}{""time_stamp"": ""0:02"", ""name"": ""tree 3"", ""Distance"": 7.0} {""time_stamp"": ""0:05"", ""name"": ""tree 4"", ""Distance"": 5.0}"
181,https://drive.google.com/file/d/1gT1kwWq1aikklSFIjePzZLE6TLI4vIou/view?usp=sharing,"Risk of physical damage! The frame is in need of repair. [SEP]
(0:02) Risk of physical damage! In 5m there's a lamp in the flight path. [SEP]
(0:09) Risk of physical damage! The drone is approaching a tree in its path 8m ahead. [SEP]
(0:11) Risk of physical damage! There's a lamp 2m from the drone. [SEP]",The drone is flying with a damaged frame.(0:02) The drone is facing the risk of physical damage. There is a lamp 1 in the drone's flight path at a distance of 5.0m. (0:09) The drone is facing the risk of physical damage. There is a tree 2 in the drone's flight path at a distance of 8.0m.,"{""Normal_frame"": false}","{""time_stamp"": ""0:02"", ""name"": ""lamp 1"", ""Distance"": 5.0} {""time_stamp"": ""0:09"", ""name"": ""tree 2"", ""Distance"": 8.0}","{""Normal_frame"": false}{""time_stamp"": ""0:02"", ""name"": ""lamp 1"", ""Distance"": 5.0} {""time_stamp"": ""0:09"", ""name"": ""tree 2"", ""Distance"": 8.0}"
66,https://drive.google.com/file/d/1ABCxV6eyOB2LmZfhAiapFa_M6FONOmGm/view?usp=sharing,Risk of physical damage and lost connection! The drone has low battery. It’s flying at an altitude of 10m in a low-temperature setting. The drone is 4258m away from the remote control. [SEP],The drone has only 20% battery and is 4258m away from the remote control.The flying drone is runing out of battery with only 20% charge.The drone is flying in low temperature at 6 degree with a low battery level at 20%.,"{""Distance_from_remote_control (m)"": 4258, ""Battery_level"": 20}{""Battery_level"": 20}{""Battery_level"": 20, ""Temperature (celcius)"": 6}",,"{""Distance_from_remote_control (m)"": 4258, ""Battery_level"": 20}{""Battery_level"": 20}{""Battery_level"": 20, ""Temperature (celcius)"": 6}"
72,https://drive.google.com/file/d/1wCdPNCJWJkq_FeqoduX6DYQO0y4n3Mkt/view?usp=sharing,"Risk of physical damage and lost connection! The drone has a damaged frame and low battery. It’s flying at an altitude of 1m. The drone is 4876m away from the remote control.  [SEP]
(0:01) Risk of physical damage! There's a tree in the drone's flight path at a distance of 5m. [SEP]
(0:02) Risk of physical damage! There's another tree in the drone's flight path at a distance of 5m. [SEP]
(0:07) Risk of physical damage! There's another tree in the drone's flight path at a distance of 5m. [SEP]
(0:08) Risk of physical damage! Now there's a pavilion in the drone's flight path at a distance of 8m. [SEP]",The drone has only 30% battery and is 4876m away from the remote control.The drone is flying with a damaged frame.(0:01) The drone is facing the risk of physical damage. There is a tree 1 in the drone's flight path at a distance of 5.0m. (0:02) The drone is facing the risk of physical damage. There is a tree 3 in the drone's flight path at a distance of 5.0m. (0:07) The drone is facing the risk of physical damage. There is a tree 5 in the drone's flight path at a distance of 5.0m. (0:08) The drone is facing the risk of physical damage. There is a pavilion in the drone's flight path at a distance of 8.0m.,"{""Distance_from_remote_control (m)"": 4876, ""Battery_level"": 30}{""Normal_frame"": false}","{""time_stamp"": ""0:01"", ""name"": ""tree 1"", ""Distance"": 5.0} {""time_stamp"": ""0:02"", ""name"": ""tree 3"", ""Distance"": 5.0} {""time_stamp"": ""0:07"", ""name"": ""tree 5"", ""Distance"": 5.0} {""time_stamp"": ""0:08"", ""name"": ""pavilion"", ""Distance"": 8.0}","{""Distance_from_remote_control (m)"": 4876, ""Battery_level"": 30}{""Normal_frame"": false}{""time_stamp"": ""0:01"", ""name"": ""tree 1"", ""Distance"": 5.0} {""time_stamp"": ""0:02"", ""name"": ""tree 3"", ""Distance"": 5.0} {""time_stamp"": ""0:07"", ""name"": ""tree 5"", ""Distance"": 5.0} {""time_stamp"": ""0:08"", ""name"": ""pavilion"", ""Distance"": 8.0}"
144,https://drive.google.com/file/d/1lXPQTPUu9tT02A-kbGLKZaFEY6hzrET0/view?usp=sharing,"(0:08) Risk of physical damage! There's a tree only 2m away. [SEP]
(0:09) Risk of physical damage! There's a wall only 1m away. [SEP]
(0:10) Risk of physical damage! Now there's a pillar in the drone's flight path at a distance of 2m. [SEP]",(0:10) The drone is facing the risk of physical damage. There is a pillar of building in the drone's flight path at a distance of 2.0m.,,"{""time_stamp"": ""0:10"", ""name"": ""pillar of building"", ""Distance"": 2.0}","{""time_stamp"": ""0:10"", ""name"": ""pillar of building"", ""Distance"": 2.0}"
22,https://drive.google.com/file/d/1x-DzB-k-s7zNQhmbZb8m8Qyg0fWjMQ1j/view?usp=sharing,"(0:00) Risk of physical damage! There's a drone in the drone's flight path at a distance of 3m. [SEP]
(0:02) Risk of physical damage! There are 3 people only 1m away. [SEP]
(0:06) Risk of physical damage! Now there's a ruin only 2m away. [SEP]",(0:00) The drone is risking physical damage. It's flying too close to the moving drone at a distance of 3.0m.(0:00) The drone is facing the risk of physical damage. There is a drone in the drone's flight path at a distance of 3.0m. (0:02) The drone is facing the risk of physical damage. There is a drone in the drone's flight path at a distance of 10.0m. (0:05) The drone is facing the risk of physical damage. There is a ruin in the drone's flight path at a distance of 10.0m.,,"{""time_stamp"": ""0:00"", ""name"": ""drone"", ""Distance"": 3.0}{""time_stamp"": ""0:00"", ""name"": ""drone"", ""Distance"": 3.0} {""time_stamp"": ""0:02"", ""name"": ""drone"", ""Distance"": 10.0} {""time_stamp"": ""0:05"", ""name"": ""ruin"", ""Distance"": 10.0}","{""time_stamp"": ""0:00"", ""name"": ""drone"", ""Distance"": 3.0}{""time_stamp"": ""0:00"", ""name"": ""drone"", ""Distance"": 3.0} {""time_stamp"": ""0:02"", ""name"": ""drone"", ""Distance"": 10.0} {""time_stamp"": ""0:05"", ""name"": ""ruin"", ""Distance"": 10.0}"
145,https://drive.google.com/file/d/1lXPQTPUu9tT02A-kbGLKZaFEY6hzrET0/view?usp=sharing,"(0:08) Risk of physical damage! The drone is flying 2m from a tree. [SEP]
(0:09) Risk of physical damage! There's a wall 1m from the drone. [SEP]
(0:10) Risk of physical damage! In 2m there's a pillar in the flight path. [SEP]",(0:10) The drone is facing the risk of physical damage. There is a pillar of building in the drone's flight path at a distance of 2.0m.,,"{""time_stamp"": ""0:10"", ""name"": ""pillar of building"", ""Distance"": 2.0}","{""time_stamp"": ""0:10"", ""name"": ""pillar of building"", ""Distance"": 2.0}"
178,https://drive.google.com/file/d/1aSb-I-GUOJQEcmP0vUrJavA8pSLTxaE4/view?usp=sharing,"Risk of physical damage! The drone has a damaged frame. [SEP]
(0:14) Risk of physical damage! There's a building in the drone's flight path at a distance of 3m. [SEP]",The drone is flying with a damaged frame.(0:14) The drone is facing the risk of physical damage. There is a building in the drone's flight path at a distance of 3.0m.,"{""Normal_frame"": false}","{""time_stamp"": ""0:14"", ""name"": ""building"", ""Distance"": 3.0}","{""Normal_frame"": false}{""time_stamp"": ""0:14"", ""name"": ""building"", ""Distance"": 3.0}"
138,https://drive.google.com/file/d/1zWeqBgFfKEcUX8ctKNiGG9kHlIMPQMQU/view?usp=sharing,"Risk of physical damage! The drone has low battery. It’s flying at an altitude of 5m. [SEP]
(0:02) Risk of physical damage! There's a dustbin only 2m away. There's also a table set in the drone's flight path at a distance of 8m. [SEP]
(0:03) Risk of physical damage! There's a wooden cabinet in the drone's flight path at a distance of 1.5m. [SEP]
(0:12) Risk of physical damage! There's a tree only 1m away. [SEP]",(0:02) The drone is facing the risk of physical damage. There is a table set in the drone's flight path at a distance of 8.0m. (0:03) The drone is facing the risk of physical damage. There is a wood cabinet in the drone's flight path at a distance of 1.5m.,,"{""time_stamp"": ""0:02"", ""name"": ""table set"", ""Distance"": 8.0} {""time_stamp"": ""0:03"", ""name"": ""wood cabinet"", ""Distance"": 1.5}","{""time_stamp"": ""0:02"", ""name"": ""table set"", ""Distance"": 8.0} {""time_stamp"": ""0:03"", ""name"": ""wood cabinet"", ""Distance"": 1.5}"
68,https://drive.google.com/file/d/1rPJQRCdOwvy00eK0ktlT0hPpkC9ochF6/view?usp=sharing,"(0:01) Risk of physical damage! There's a tree only 1m away. [SEP]
(0:02) Risk of physical damage! Now there's another tree in the drone's flight path at a distance of 3m. [SEP]",(0:00) The drone is facing the risk of physical damage. There is a tree 1 in the drone's flight path at a distance of 10.0m. (0:02) The drone is facing the risk of physical damage. There is a tree 2 in the drone's flight path at a distance of 3.0m.,,"{""time_stamp"": ""0:00"", ""name"": ""tree 1"", ""Distance"": 10.0} {""time_stamp"": ""0:02"", ""name"": ""tree 2"", ""Distance"": 3.0}","{""time_stamp"": ""0:00"", ""name"": ""tree 1"", ""Distance"": 10.0} {""time_stamp"": ""0:02"", ""name"": ""tree 2"", ""Distance"": 3.0}"
76,https://drive.google.com/file/d/1NJa0UXyAzU-hDqRt6PzRaFzVRDwekih-/view?usp=sharing,"(0:02) Risk of physical damage! There's a tree in the drone's flight path at a distance of 5m. [SEP]
(0:04) Risk of physical damage! Now there's a pavilion in the drone's flight path at a distance of 7m. [SEP]
(0:05) Risk of physical damage! Now the pavilion is only 1m away. [SEP]",(0:02) The drone is facing the risk of physical damage. There is a tree 2 in the drone's flight path at a distance of 5.0m. (0:04) The drone is facing the risk of physical damage. There is a pavilion in the drone's flight path at a distance of 7.0m.,,"{""time_stamp"": ""0:02"", ""name"": ""tree 2"", ""Distance"": 5.0} {""time_stamp"": ""0:04"", ""name"": ""pavilion"", ""Distance"": 7.0}","{""time_stamp"": ""0:02"", ""name"": ""tree 2"", ""Distance"": 5.0} {""time_stamp"": ""0:04"", ""name"": ""pavilion"", ""Distance"": 7.0}"
58,https://drive.google.com/file/d/1nppkXxQ_2CZHGmeGUebMXdCmW4kjrdIM/view?usp=sharing,"Risk of physical damage! The drone has a damaged frame. [SEP]
(0:03) Risk of physical damage! There's a building in the drone's flight path at a distance of 1m. [SEP]","The drone is flying with a damaged frame.(0:03) The drone is facing the risk of physical damage. It's flying too close to building 1 at a distance of 1.0m, and the pilot is not experienced.","{""Normal_frame"": false}","{""time_stamp"": ""0:03"", ""name"": ""building 1"", ""Distance"": 1.0}","{""Normal_frame"": false}{""time_stamp"": ""0:03"", ""name"": ""building 1"", ""Distance"": 1.0}"
44,https://drive.google.com/file/d/1TCfGtQqyn2CSXyJYqdOLpqTCTL8IonFk/view?usp=sharing,(0:04) Risk of physical damage! There are stairs in the drone's flight path at a distance of 5m. [SEP],(0:04) The drone is facing the risk of physical damage. There is a stair in the drone's flight path at a distance of 5.0m.,,"{""time_stamp"": ""0:04"", ""name"": ""stair"", ""Distance"": 5.0}","{""time_stamp"": ""0:04"", ""name"": ""stair"", ""Distance"": 5.0}"
64,https://drive.google.com/file/d/193jyGP_awcQ4P0BonX8JtvpusQBdGao2/view?usp=sharing,"Risk of physical damage! The drone has an empty battery. It’s flying at an altitude of 10m. [SEP]
(0:02) Risk of physical damage! There's a lamp in the drone's flight path at a distance of 5m. There's also a tree in the drone's flight path at a distance of 4m. [SEP]
(0:04) Risk of physical damage! Now there's a building in the drone's flight path at a distance of 3m. [SEP]","The flying drone is runing out of battery with only 0% charge.(0:04) The drone is facing the risk of physical damage. It's flying too close to building 1 at a distance of 3.0m, and the pilot is not experienced.(0:04) The drone is facing the risk of physical damage. There is a building 1 in the drone's flight path at a distance of 3.0m. (0:02) The drone is facing the risk of physical damage. There is a lamp in the drone's flight path at a distance of 5.0m. (0:02) The drone is facing the risk of physical damage. There is a tree in the drone's flight path at a distance of 4.0m.","{""Battery_level"": 0}","{""time_stamp"": ""0:04"", ""name"": ""building 1"", ""Distance"": 3.0}{""time_stamp"": ""0:04"", ""name"": ""building 1"", ""Distance"": 3.0} {""time_stamp"": ""0:02"", ""name"": ""lamp"", ""Distance"": 5.0} {""time_stamp"": ""0:02"", ""name"": ""tree"", ""Distance"": 4.0}","{""Battery_level"": 0}{""time_stamp"": ""0:04"", ""name"": ""building 1"", ""Distance"": 3.0}{""time_stamp"": ""0:04"", ""name"": ""building 1"", ""Distance"": 3.0} {""time_stamp"": ""0:02"", ""name"": ""lamp"", ""Distance"": 5.0} {""time_stamp"": ""0:02"", ""name"": ""tree"", ""Distance"": 4.0}"
2,https://drive.google.com/file/d/1Krm73695oyw3WA8ZHFy1bBOgb-BcfGXa/view?usp=sharing,"Risk of physical damage! The drone has a damaged frame and low battery. It’s flying at an altitude of 5m. [SEP]
(0:03) Risk of physical damage! There's a gravestone in the drone's flight path at a distance of 2m. [SEP]
(0:04) Risk of physical damage! Now there's a castle in the drone's flight path at a distance of 8m. [SEP]
(0:05) Risk of physical damage! Now the castle is only 1.5m away. [SEP]
(0:07) Risk of physical damage! There's a wall only 1.5m away. [SEP]
(0:06) Risk of physical damage! Now the wall is only 0.5m away. [SEP]",The flying drone is runing out of battery with only 20% charge.The drone is flying with a damaged frame.(0:03) The drone is facing the risk of physical damage. There is a gravestone  in the drone's flight path at a distance of 2.0m. (0:04) The drone is facing the risk of physical damage. There is a castle in the drone's flight path at a distance of 8.0m.,"{""Battery_level"": 20}{""Normal_frame"": false}","{""time_stamp"": ""0:03"", ""name"": ""gravestone "", ""Distance"": 2.0} {""time_stamp"": ""0:04"", ""name"": ""castle"", ""Distance"": 8.0}","{""Battery_level"": 20}{""Normal_frame"": false}{""time_stamp"": ""0:03"", ""name"": ""gravestone "", ""Distance"": 2.0} {""time_stamp"": ""0:04"", ""name"": ""castle"", ""Distance"": 8.0}"
121,https://drive.google.com/file/d/1socE2XB6ZgxLvSftaIlRuyb_qcIlqvK4/view?usp=sharing,"Risk of physical damage! The drone's battery is completely empty! It's flying at a 5m altitude. [SEP]
(0:00) Risk of physical damage! There's a tree 1m from where the drone is flying. [SEP]",The flying drone is runing out of battery with only 0% charge.,"{""Battery_level"": 0}",,"{""Battery_level"": 0}"
61,https://drive.google.com/file/d/11abDVNVt0jnD9IUNHP0Bh8szBEKZiS3j/view?usp=sharing,"(0:01) Risk of physical damage! The drone's flying 1m from a building. [SEP]
(0:02) Risk of physical damage! There's another building 1m from the drone. [SEP]","(0:00) The drone is facing the risk of physical damage. It's flying too close to building 1 at a distance of 3.0m, and the pilot is not experienced. (0:01) The drone is facing the risk of physical damage. It's flying too close to building 1 at a distance of 1.0m, and the pilot is not experienced. (0:02) The drone is facing the risk of physical damage. It's flying too close to building 2 at a distance of 1.0m, and the pilot is not experienced.",,"{""time_stamp"": ""0:00"", ""name"": ""building 1"", ""Distance"": 3.0} {""time_stamp"": ""0:01"", ""name"": ""building 1"", ""Distance"": 1.0} {""time_stamp"": ""0:02"", ""name"": ""building 2"", ""Distance"": 1.0}","{""time_stamp"": ""0:00"", ""name"": ""building 1"", ""Distance"": 3.0} {""time_stamp"": ""0:01"", ""name"": ""building 1"", ""Distance"": 1.0} {""time_stamp"": ""0:02"", ""name"": ""building 2"", ""Distance"": 1.0}"
165,https://drive.google.com/file/d/1hJVWhLRRB1dnnplKMcUan_kyIM3-MsVc/view?usp=sharing,"Risk of physical damage! The drone is flying with a damaged frame. [SEP]
(0:01) Risk of physical damage! There's a tree in 7m in the drone's path. [SEP]
(0:05) Risk of physical damage! There's a stone 2m from where the drone is flying. [SEP]","The drone is flying with a damaged frame.(0:00) The drone is facing the risk of physical damage. It's flying too close to tree 1 at a distance of 3.0m, and the pilot is not experienced. (0:04) The drone is facing the risk of physical damage. It's flying too close to tree 2 at a distance of 3.0m, and the pilot is not experienced. (0:05) The drone is facing the risk of physical damage. It's flying too close to tree 2 at a distance of 3.0m, and the pilot is not experienced. (0:05) The drone is facing the risk of physical damage. It's flying too close to stone at a distance of 2.0m, and the pilot is not experienced.(0:01) The drone is facing the risk of physical damage. There is a tree 2 in the drone's flight path at a distance of 7.0m.","{""Normal_frame"": false}","{""time_stamp"": ""0:00"", ""name"": ""tree 1"", ""Distance"": 3.0} {""time_stamp"": ""0:04"", ""name"": ""tree 2"", ""Distance"": 3.0} {""time_stamp"": ""0:05"", ""name"": ""tree 2"", ""Distance"": 3.0} {""time_stamp"": ""0:05"", ""name"": ""stone"", ""Distance"": 2.0}{""time_stamp"": ""0:01"", ""name"": ""tree 2"", ""Distance"": 7.0}","{""Normal_frame"": false}{""time_stamp"": ""0:00"", ""name"": ""tree 1"", ""Distance"": 3.0} {""time_stamp"": ""0:04"", ""name"": ""tree 2"", ""Distance"": 3.0} {""time_stamp"": ""0:05"", ""name"": ""tree 2"", ""Distance"": 3.0} {""time_stamp"": ""0:05"", ""name"": ""stone"", ""Distance"": 2.0}{""time_stamp"": ""0:01"", ""name"": ""tree 2"", ""Distance"": 7.0}"
171,https://drive.google.com/file/d/1xKfMATWZJsGIgP8ERdq377BlQDwclnYh/view?usp=sharing,"Risk of physical damage! The frame is damaged. [SEP]
(0:01) Risk of physical damage! The drone is approaching a tree 8m away in its path. [SEP]
(0:03) Risk of physical damage! Now the tree is 2m away and still in the path. [SEP]
(0:04) Risk of physical damage! The drone is flying 2m from another tree. [SEP]
(0:07) Risk of physical damage! Now the tree is 2m away and in the drone's path. [SEP]",The drone is flying with a damaged frame.(0:01) The drone is facing the risk of physical damage. There is a tree 1 in the drone's flight path at a distance of 8.0m. (0:03) The drone is facing the risk of physical damage. There is a tree 1 in the drone's flight path at a distance of 2.0m. (0:07) The drone is facing the risk of physical damage. There is a tree 2 in the drone's flight path at a distance of 2.0m.,"{""Normal_frame"": false}","{""time_stamp"": ""0:01"", ""name"": ""tree 1"", ""Distance"": 8.0} {""time_stamp"": ""0:03"", ""name"": ""tree 1"", ""Distance"": 2.0} {""time_stamp"": ""0:07"", ""name"": ""tree 2"", ""Distance"": 2.0}","{""Normal_frame"": false}{""time_stamp"": ""0:01"", ""name"": ""tree 1"", ""Distance"": 8.0} {""time_stamp"": ""0:03"", ""name"": ""tree 1"", ""Distance"": 2.0} {""time_stamp"": ""0:07"", ""name"": ""tree 2"", ""Distance"": 2.0}"
128,https://drive.google.com/file/d/13leuhtbAgpGOkHClrhNqoQjYExlprq3U/view?usp=sharing,"Risk of physical damage! The drone has low battery. It’s flying at an altitude of 5m. [SEP]
(0:04) Risk of physical damage! There's a building in the drone's flight path at a distance of 3m. [SEP]
(0:06) Risk of physical damage! Now there are stairs in the drone's flight path at a distance of3Xm. [SEP]
(0:08) Risk of physical damage! Now the stairs are only .5m away. [SEP]
(0:09) Risk of physical damage! There's a pillar only 2m away. [SEP]",The flying drone is runing out of battery with only 20% charge.(0:04) The drone is facing the risk of physical damage. There is a building in the drone's flight path at a distance of 3.0m. (0:06) The drone is facing the risk of physical damage. There is a stair in the drone's flight path at a distance of 3.0m.,"{""Battery_level"": 20}","{""time_stamp"": ""0:04"", ""name"": ""building"", ""Distance"": 3.0} {""time_stamp"": ""0:06"", ""name"": ""stair"", ""Distance"": 3.0}","{""Battery_level"": 20}{""time_stamp"": ""0:04"", ""name"": ""building"", ""Distance"": 3.0} {""time_stamp"": ""0:06"", ""name"": ""stair"", ""Distance"": 3.0}"
175,https://drive.google.com/file/d/19GfTYDmgHHHQkAbeffDT1tZQvrKWo-pe/view?usp=sharing,Risk of physical damage! The drone's frame needs repairing. [SEP],The drone is flying with a damaged frame.,"{""Normal_frame"": false}",,"{""Normal_frame"": false}"
