,link,summary,templates,related_status,related_timestep,source
27,https://drive.google.com/file/d/1JjxoKUS0q7bjAI1D3Eda1n-V4vMXqprs/view?usp=sharing,"Risk of physical damage! The drone has a damaged frame. [SEP]
(0:00) Risk of physical damage! The drone is flying 1m from a pillar. [SEP]
(0:01) Risk of physical damage! Now the drone is approaching a pavilion in its path, 3m away. [SEP]
(0:03) Risk of physical damage! Now a statue in the pavilion is 2m ahead and in the flight path. [SEP]
(0:04) Risk of physical damage! The drone is now flying 1m next to the statue. [SEP]","The drone is flying with a damaged frame.(0:00) The drone is facing the risk of physical damage. It's flying too close to pillar at a distance of 1.0m, and the pilot is not experienced. (0:01) The drone is facing the risk of physical damage. It's flying too close to pavillion at a distance of 3.0m, and the pilot is not experienced. (0:03) The drone is facing the risk of physical damage. It's flying too close to bird statue on pavillion at a distance of 2.0m, and the pilot is not experienced. (0:04) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 1.0m, and the pilot is not experienced.(0:01) The drone is facing the risk of physical damage. There is a pavillion in the drone's flight path at a distance of 3.0m. (0:03) The drone is facing the risk of physical damage. There is a bird statue on pavillion in the drone's flight path at a distance of 2.0m.","{""Normal_frame"": false}","{""time_stamp"": ""0:00"", ""name"": ""pillar"", ""Distance"": 1.0} {""time_stamp"": ""0:01"", ""name"": ""pavillion"", ""Distance"": 3.0} {""time_stamp"": ""0:03"", ""name"": ""bird statue on pavillion"", ""Distance"": 2.0} {""time_stamp"": ""0:04"", ""name"": NaN, ""Distance"": 1.0}{""time_stamp"": ""0:01"", ""name"": ""pavillion"", ""Distance"": 3.0} {""time_stamp"": ""0:03"", ""name"": ""bird statue on pavillion"", ""Distance"": 2.0}","{""Normal_frame"": false}{""time_stamp"": ""0:00"", ""name"": ""pillar"", ""Distance"": 1.0} {""time_stamp"": ""0:01"", ""name"": ""pavillion"", ""Distance"": 3.0} {""time_stamp"": ""0:03"", ""name"": ""bird statue on pavillion"", ""Distance"": 2.0} {""time_stamp"": ""0:04"", ""name"": NaN, ""Distance"": 1.0}{""time_stamp"": ""0:01"", ""name"": ""pavillion"", ""Distance"": 3.0} {""time_stamp"": ""0:03"", ""name"": ""bird statue on pavillion"", ""Distance"": 2.0}"
33,https://drive.google.com/file/d/1aZhflR6MM4gFQb6ivVuBBbu1b2F7Pqvd/view?usp=sharing,"Risk of physical damage! The drone is running low on battery and the frame is damaged. It's flying indoors at a 1m altitude. [SEP]
(0:00) Risk of physical damage! There's a train in 3m in the drone's path. [SEP]
(0:01) Risk of physical damage! The drone is flying .5m from a train and a basket stack, and also 1m from another train. [SEP]
(0:02) Risk of physical damage! The drone is flying .5m from 2 trains. [SEP]
(0:03) Risk of physical damage! Now there's another train it's flying .5m close to. [SEP]
(0:04) Risk of physical damage! The drone is flying .5m two more trains. [SEP]
(0:05) Risk of physical damage! There's a train in the flight path and the train's interior .5m away. [SEP]
(0:06) Risk of physical damage! Now the train's interior is only .3m away. [SEP]",The drone is flying with a damaged frame.(0:00) The drone is facing the risk of physical damage. There is a train 1 in the drone's flight path at a distance of 3.0m. (0:05) The drone is facing the risk of physical damage. There is a train 9 in the drone's flight path at a distance of 0.5m.,"{""Normal_frame"": false}","{""time_stamp"": ""0:00"", ""name"": ""train 1"", ""Distance"": 3.0} {""time_stamp"": ""0:05"", ""name"": ""train 9"", ""Distance"": 0.5}","{""Normal_frame"": false}{""time_stamp"": ""0:00"", ""name"": ""train 1"", ""Distance"": 3.0} {""time_stamp"": ""0:05"", ""name"": ""train 9"", ""Distance"": 0.5}"
68,https://drive.google.com/file/d/198tUrPytJs-VsQevyArBpw_5syoPRK0x/view?usp=sharing,"Risk of physical damage! The drone has a damaged frame. [SEP]
(0:00) Risk of physical damage! There's a rock only .5m away. [SEP]
(0:02) Risk of physical damage! There's a rooftop only 1m away. [SEP]
(0:03) Risk of physical damage! There's a table only 1.5m away. [SEP]
(0:05) Risk of physical damage! Now there are stairs only 2m away. [SEP]
(0:06) Risk of physical damage! Now there are stairs only 1.5m away. [SEP]
(0:07) Risk of physical damage! There's an open door only 1m away. [SEP]
(0:08) Risk of physical damage! There's a fence only 1m away.[SEP]
(0:09) Risk of physical damage! Now there's a yellow box only 1m away. [SEP]",The drone is flying with a damaged frame.,"{""Normal_frame"": false}",,"{""Normal_frame"": false}"
45,https://drive.google.com/file/d/1VdW6UHilCgKTEShEFcErmbWaZdrO_T23/view?usp=sharing,(0:04) Risk of physical damage! The drone is flying 1m from a fountain in a dark setting. [SEP],"(0:02) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 3.0m, and the pilot is not experienced. (0:04) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 1.0m, and the pilot is not experienced.(0:02) The drone is risking physical damage. It's flying too close to the moving nan at a distance of 3.0m.(0:01) The drone is facing the risk of physical damage. There is a person on surfing board in the drone's flight path at a distance of 10.0m. (0:03) The drone is facing the risk of physical damage. There is a fountain 3 in the drone's flight path at a distance of 10.0m.",,"{""time_stamp"": ""0:02"", ""name"": NaN, ""Distance"": 3.0} {""time_stamp"": ""0:04"", ""name"": NaN, ""Distance"": 1.0}{""time_stamp"": ""0:02"", ""name"": NaN, ""Distance"": 3.0}{""time_stamp"": ""0:01"", ""name"": ""person on surfing board"", ""Distance"": 10.0} {""time_stamp"": ""0:03"", ""name"": ""fountain 3"", ""Distance"": 10.0}","{""time_stamp"": ""0:02"", ""name"": NaN, ""Distance"": 3.0} {""time_stamp"": ""0:04"", ""name"": NaN, ""Distance"": 1.0}{""time_stamp"": ""0:02"", ""name"": NaN, ""Distance"": 3.0}{""time_stamp"": ""0:01"", ""name"": ""person on surfing board"", ""Distance"": 10.0} {""time_stamp"": ""0:03"", ""name"": ""fountain 3"", ""Distance"": 10.0}"
78,https://drive.google.com/file/d/1uBDV0ZAUGRGMO_awcb8q7FY1M4S70ZK5/view?usp=sharing,"Risk of physical and internal damage! The drone has an empty battery. It’s flying at an altitude of 2m. The weather is overcast and the drone is not waterproof. [SEP]
(0:01) Risk of physical damage! There's a box in the drone's flight path at a distance of 5m. [SEP]
(0:07) Risk of physical damage! There's an iron frame only .5m away. [SEP]
(0:08) Risk of physical damage! The iron frame is still only .5m away. [SEP]",The flying drone is runing out of battery with only 10% charge.The drone is facing a risk of internal damage as it's flying in gloomy weather and not waterproof.(0:01) The drone is facing the risk of physical damage. There is a box in the drone's flight path at a distance of 5.0m.,"{""Battery_level"": 10}{""waterproof drone?"": false, ""weather"": ""gloomy""}","{""time_stamp"": ""0:01"", ""name"": ""box"", ""Distance"": 5.0}","{""Battery_level"": 10}{""waterproof drone?"": false, ""weather"": ""gloomy""}{""time_stamp"": ""0:01"", ""name"": ""box"", ""Distance"": 5.0}"
6,https://drive.google.com/file/d/1B90jqoD3ZUmeXkf6bSHEQJqbJgHzJnqT/view?usp=sharing,"Risk of physical damage! The drone has a damaged frame. [SEP]
(0:05) Risk of physical damage! There's a waterfall only 1m away. [SEP]","The drone is flying with a damaged frame.(0:04) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 3.0m, and the pilot is not experienced. (0:04) The drone is facing the risk of physical damage. It's flying too close to tree at a distance of 3.0m, and the pilot is not experienced. (0:05) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 1.0m, and the pilot is not experienced.","{""Normal_frame"": false}","{""time_stamp"": ""0:04"", ""name"": NaN, ""Distance"": 3.0} {""time_stamp"": ""0:04"", ""name"": ""tree"", ""Distance"": 3.0} {""time_stamp"": ""0:05"", ""name"": NaN, ""Distance"": 1.0}","{""Normal_frame"": false}{""time_stamp"": ""0:04"", ""name"": NaN, ""Distance"": 3.0} {""time_stamp"": ""0:04"", ""name"": ""tree"", ""Distance"": 3.0} {""time_stamp"": ""0:05"", ""name"": NaN, ""Distance"": 1.0}"
15,https://drive.google.com/file/d/1oY5hIzq6gsU8daeRdjKxCbE8CBcnDFBQ/view?usp=sharing,"Risk of physical and internal damage! The drone's frame is in need of repair and its battery is empty. It's flying indoors in a low-temperature setting at a 2m altitude. The weather is overcast, and the drone is not waterproof. [SEP]
(0:01) Risk of physical damage! The drone is approaching another moving drone in its flight path 2m away. [SEP]
(0:02) Risk of physical damage! Now the moving drone plus a light string are in the flight path, 1m away. [SEP]
(0:03) Risk of physical damage! The other moving drone in the flight path is now 2.5m away, and the drone is flying .5m from the light string.[SEP]","The flying drone is runing out of battery with only 0% charge.The drone is flying with a damaged frame.The drone is flying in low temperature at 7 degree with a low battery level at 0%.The drone is facing a risk of internal damage as it's flying in gloomy weather and not waterproof.(0:01) The drone is facing the risk of physical damage. It's flying too close to drone at a distance of 2.0m, and the pilot is not experienced. (0:02) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 1.0m, and the pilot is not experienced. (0:03) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 2.5m, and the pilot is not experienced. (0:01) The drone is facing the risk of physical damage. It's flying too close to truck at a distance of 3.0m, and the pilot is not experienced. (0:02) The drone is facing the risk of physical damage. It's flying too close to light string at a distance of 1.0m, and the pilot is not experienced. (0:03) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 0.5m, and the pilot is not experienced.(0:01) The drone is risking physical damage. It's flying too close to the moving drone at a distance of 2.0m. (0:02) The drone is risking physical damage. It's flying too close to the moving nan at a distance of 1.0m. (0:03) The drone is risking physical damage. It's flying too close to the moving nan at a distance of 2.5m.(0:01) The drone is facing the risk of physical damage. There is a drone in the drone's flight path at a distance of 2.0m. (0:02) The drone is facing the risk of physical damage. There is a nan in the drone's flight path at a distance of 1.0m. (0:03) The drone is facing the risk of physical damage. There is a nan in the drone's flight path at a distance of 2.5m. (0:02) The drone is facing the risk of physical damage. There is a light string in the drone's flight path at a distance of 1.0m.","{""Battery_level"": 0}{""Normal_frame"": false}{""Battery_level"": 0, ""Temperature (celcius)"": 7}{""waterproof drone?"": false, ""weather"": ""gloomy""}","{""time_stamp"": ""0:01"", ""name"": ""drone"", ""Distance"": 2.0} {""time_stamp"": ""0:02"", ""name"": NaN, ""Distance"": 1.0} {""time_stamp"": ""0:03"", ""name"": NaN, ""Distance"": 2.5} {""time_stamp"": ""0:01"", ""name"": ""truck"", ""Distance"": 3.0} {""time_stamp"": ""0:02"", ""name"": ""light string"", ""Distance"": 1.0} {""time_stamp"": ""0:03"", ""name"": NaN, ""Distance"": 0.5}{""time_stamp"": ""0:01"", ""name"": ""drone"", ""Distance"": 2.0} {""time_stamp"": ""0:02"", ""name"": NaN, ""Distance"": 1.0} {""time_stamp"": ""0:03"", ""name"": NaN, ""Distance"": 2.5}{""time_stamp"": ""0:01"", ""name"": ""drone"", ""Distance"": 2.0} {""time_stamp"": ""0:02"", ""name"": NaN, ""Distance"": 1.0} {""time_stamp"": ""0:03"", ""name"": NaN, ""Distance"": 2.5} {""time_stamp"": ""0:02"", ""name"": ""light string"", ""Distance"": 1.0}","{""Battery_level"": 0}{""Normal_frame"": false}{""Battery_level"": 0, ""Temperature (celcius)"": 7}{""waterproof drone?"": false, ""weather"": ""gloomy""}{""time_stamp"": ""0:01"", ""name"": ""drone"", ""Distance"": 2.0} {""time_stamp"": ""0:02"", ""name"": NaN, ""Distance"": 1.0} {""time_stamp"": ""0:03"", ""name"": NaN, ""Distance"": 2.5} {""time_stamp"": ""0:01"", ""name"": ""truck"", ""Distance"": 3.0} {""time_stamp"": ""0:02"", ""name"": ""light string"", ""Distance"": 1.0} {""time_stamp"": ""0:03"", ""name"": NaN, ""Distance"": 0.5}{""time_stamp"": ""0:01"", ""name"": ""drone"", ""Distance"": 2.0} {""time_stamp"": ""0:02"", ""name"": NaN, ""Distance"": 1.0} {""time_stamp"": ""0:03"", ""name"": NaN, ""Distance"": 2.5}{""time_stamp"": ""0:01"", ""name"": ""drone"", ""Distance"": 2.0} {""time_stamp"": ""0:02"", ""name"": NaN, ""Distance"": 1.0} {""time_stamp"": ""0:03"", ""name"": NaN, ""Distance"": 2.5} {""time_stamp"": ""0:02"", ""name"": ""light string"", ""Distance"": 1.0}"
75,https://drive.google.com/file/d/15V_GKCeEGrgTmmT05TT1KuE3pC8_I6oq/view?usp=sharing,"Risk of physical damage! The drone is flying backwards. [SEP]
(0:00) Risk of physical damage! The drone is flying near a pillar 1.5m away and a bench 2m away. [SEP]
(0:02) Risk of physical damage! There's another bench near the drone, 2m away. [SEP]
(0:07) Risk of physical damage! The drone is flying 1m from a glass ceiling. [SEP]","(0:00) The drone is facing the risk of physical damage. It's flying too close to pillar 1 at a distance of 1.5m, and the pilot is not experienced. (0:00) The drone is facing the risk of physical damage. It's flying too close to bench 1 at a distance of 2.0m, and the pilot is not experienced. (0:02) The drone is facing the risk of physical damage. It's flying too close to bench 2 at a distance of 2.0m, and the pilot is not experienced. (0:05) The drone is facing the risk of physical damage. It's flying too close to pillar 2 at a distance of 3.0m, and the pilot is not experienced. (0:07) The drone is facing the risk of physical damage. It's flying too close to glass ceiling at a distance of 1.0m, and the pilot is not experienced.",,"{""time_stamp"": ""0:00"", ""name"": ""pillar 1"", ""Distance"": 1.5} {""time_stamp"": ""0:00"", ""name"": ""bench 1"", ""Distance"": 2.0} {""time_stamp"": ""0:02"", ""name"": ""bench 2"", ""Distance"": 2.0} {""time_stamp"": ""0:05"", ""name"": ""pillar 2"", ""Distance"": 3.0} {""time_stamp"": ""0:07"", ""name"": ""glass ceiling"", ""Distance"": 1.0}","{""time_stamp"": ""0:00"", ""name"": ""pillar 1"", ""Distance"": 1.5} {""time_stamp"": ""0:00"", ""name"": ""bench 1"", ""Distance"": 2.0} {""time_stamp"": ""0:02"", ""name"": ""bench 2"", ""Distance"": 2.0} {""time_stamp"": ""0:05"", ""name"": ""pillar 2"", ""Distance"": 3.0} {""time_stamp"": ""0:07"", ""name"": ""glass ceiling"", ""Distance"": 1.0}"
57,https://drive.google.com/file/d/1Px6ecrG1D5dCOniXyejd7GRuUiava480/view?usp=sharing,"(0:04) Risk of physical damage! There are rocks in the drone's path only 2m away. [SEP]
(0:07) Risk of physical damage! The drone is flying 1m above low ground. [SEP]","(0:04) The drone is facing the risk of physical damage. It's flying too close to rocks at a distance of 2.0m, and the pilot is not experienced. (0:07) The drone is facing the risk of physical damage. It's flying too close to low ground at a distance of 1.0m, and the pilot is not experienced.(0:04) The drone is facing the risk of physical damage. There is a rocks in the drone's flight path at a distance of 2.0m.",,"{""time_stamp"": ""0:04"", ""name"": ""rocks"", ""Distance"": 2.0} {""time_stamp"": ""0:07"", ""name"": ""low ground"", ""Distance"": 1.0}{""time_stamp"": ""0:04"", ""name"": ""rocks"", ""Distance"": 2.0}","{""time_stamp"": ""0:04"", ""name"": ""rocks"", ""Distance"": 2.0} {""time_stamp"": ""0:07"", ""name"": ""low ground"", ""Distance"": 1.0}{""time_stamp"": ""0:04"", ""name"": ""rocks"", ""Distance"": 2.0}"
16,https://drive.google.com/file/d/1TA3d_xVrNcOL7cvWTYN8tK3VPxesMrXO/view?usp=sharing,"Risk of physical damage! The drone has a damaged frame and low battery. It’s flying at an altitude of 20m. [SEP]
(0:00) Risk of physical damage! There are leaves in the drone's flight path at a distance of .5m. [SEP]
(0:01) Risk of physical damage! Now the leaves are in the drone's flight path at a distance of .2m. [SEP]
(0:03) Risk of physical damage! Now the leaves are in the drone's flight path at a distance of .2m. [SEP]
(0:07) Risk of physical damage! There's a tree trunk in the drone's flight path at a distance of 1.5m. [SEP]
(0:09) Risk of physical damage! Now the tree trunk is in the drone's flight path at a distance of .5m. [SEP]",The drone is flying with a damaged frame.(0:00) The drone is facing the risk of physical damage. There is a tree leaves in the drone's flight path at a distance of 0.5m. (0:01) The drone is facing the risk of physical damage. There is a nan in the drone's flight path at a distance of 0.2m. (0:03) The drone is facing the risk of physical damage. There is a nan in the drone's flight path at a distance of 0.2m. (0:07) The drone is facing the risk of physical damage. There is a tree trunk in the drone's flight path at a distance of 1.5m. (0:09) The drone is facing the risk of physical damage. There is a nan in the drone's flight path at a distance of 0.5m.,"{""Normal_frame"": false}","{""time_stamp"": ""0:00"", ""name"": ""tree leaves"", ""Distance"": 0.5} {""time_stamp"": ""0:01"", ""name"": NaN, ""Distance"": 0.2} {""time_stamp"": ""0:03"", ""name"": NaN, ""Distance"": 0.2} {""time_stamp"": ""0:07"", ""name"": ""tree trunk"", ""Distance"": 1.5} {""time_stamp"": ""0:09"", ""name"": NaN, ""Distance"": 0.5}","{""Normal_frame"": false}{""time_stamp"": ""0:00"", ""name"": ""tree leaves"", ""Distance"": 0.5} {""time_stamp"": ""0:01"", ""name"": NaN, ""Distance"": 0.2} {""time_stamp"": ""0:03"", ""name"": NaN, ""Distance"": 0.2} {""time_stamp"": ""0:07"", ""name"": ""tree trunk"", ""Distance"": 1.5} {""time_stamp"": ""0:09"", ""name"": NaN, ""Distance"": 0.5}"
41,https://drive.google.com/file/d/16KOoM-uS78MTGEBgcDckzAtNAV9-8BaW/view?usp=sharing,"Risk of physical damage! The drone's battery is low and the temperature is cold. It's flying at a 40m altitude. [SEP]
(0:00) Risk of physical damage! The drone is flying in close proximity to 2 buildings which are each 2m away. [SEP]
(0:05) Risk of physical damage! There are two more buildings only 2m away. [SEP]
(0:08) Risk of physical damage! Now the drone is approaching a group of people in its path which are 5m away. [SEP]","The drone is flying in low temperature at 6 degree with a low battery level at 40%.(0:00) The drone is facing the risk of physical damage. It's flying too close to tall building 1 at a distance of 2.0m, and the pilot is not experienced. (0:00) The drone is facing the risk of physical damage. It's flying too close to tall building 2 at a distance of 2.0m, and the pilot is not experienced. (0:05) The drone is facing the risk of physical damage. It's flying too close to tall building 4 at a distance of 2.0m, and the pilot is not experienced. (0:05) The drone is facing the risk of physical damage. It's flying too close to tall building 5 at a distance of 2.0m, and the pilot is not experienced.(0:08) The drone is facing the risk of physical damage. There is a group of people in the drone's flight path at a distance of 5.0m.","{""Battery_level"": 40, ""Temperature (celcius)"": 6}","{""time_stamp"": ""0:00"", ""name"": ""tall building 1"", ""Distance"": 2.0} {""time_stamp"": ""0:00"", ""name"": ""tall building 2"", ""Distance"": 2.0} {""time_stamp"": ""0:05"", ""name"": ""tall building 4"", ""Distance"": 2.0} {""time_stamp"": ""0:05"", ""name"": ""tall building 5"", ""Distance"": 2.0}{""time_stamp"": ""0:08"", ""name"": ""group of people"", ""Distance"": 5.0}","{""Battery_level"": 40, ""Temperature (celcius)"": 6}{""time_stamp"": ""0:00"", ""name"": ""tall building 1"", ""Distance"": 2.0} {""time_stamp"": ""0:00"", ""name"": ""tall building 2"", ""Distance"": 2.0} {""time_stamp"": ""0:05"", ""name"": ""tall building 4"", ""Distance"": 2.0} {""time_stamp"": ""0:05"", ""name"": ""tall building 5"", ""Distance"": 2.0}{""time_stamp"": ""0:08"", ""name"": ""group of people"", ""Distance"": 5.0}"
42,https://drive.google.com/file/d/1JsKXgAmCAUtkwoAZrfGlc0mBGfETEpdy/view?usp=sharing,"(0:00) Risk of physical damage! There's a quadricycle in the drone's flight path at a distance of 5m. [SEP]
(0:04) Risk of physical damage! Now the quadricycle is in the drone's flight path at a distance of 8m. [SEP]
(0:06) Risk of physical damage! Now the quadricycle is moving and in the drone's flight path at a distance of 1m. [SEP]
(0:07) Risk of physical damage!  Now the moving quadricycle is in the drone's flight path at a distance of .5m.[SEP]",(0:00) The drone is facing the risk of physical damage. There is a quadricycle in the drone's flight path at a distance of 5.0m. (0:04) The drone is facing the risk of physical damage. There is a nan in the drone's flight path at a distance of 8.0m. (0:06) The drone is facing the risk of physical damage. There is a nan in the drone's flight path at a distance of 1.0m.,,"{""time_stamp"": ""0:00"", ""name"": ""quadricycle"", ""Distance"": 5.0} {""time_stamp"": ""0:04"", ""name"": NaN, ""Distance"": 8.0} {""time_stamp"": ""0:06"", ""name"": NaN, ""Distance"": 1.0}","{""time_stamp"": ""0:00"", ""name"": ""quadricycle"", ""Distance"": 5.0} {""time_stamp"": ""0:04"", ""name"": NaN, ""Distance"": 8.0} {""time_stamp"": ""0:06"", ""name"": NaN, ""Distance"": 1.0}"
10,https://drive.google.com/file/d/1U1oOSjI_jtpl-XhfVbUi-DX5sUx6guHK/view?usp=sharing,,The drone has only 30% battery and is 4443m away from the remote control.(0:00) The drone is facing the risk of physical damage. There is a ferris wheel in the drone's flight path at a distance of 8.0m. (0:02) The drone is facing the risk of physical damage. There is a stage of ferris wheel 1 in the drone's flight path at a distance of 0.5m. (0:04) The drone is facing the risk of physical damage. There is a stage of ferris wheel 2 in the drone's flight path at a distance of 3.0m. (0:05) The drone is facing the risk of physical damage. There is a nan in the drone's flight path at a distance of 0.5m.,"{""Distance_from_remote_control (m)"": 4443, ""Battery_level"": 30}","{""time_stamp"": ""0:00"", ""name"": ""ferris wheel"", ""Distance"": 8.0} {""time_stamp"": ""0:02"", ""name"": ""stage of ferris wheel 1"", ""Distance"": 0.5} {""time_stamp"": ""0:04"", ""name"": ""stage of ferris wheel 2"", ""Distance"": 3.0} {""time_stamp"": ""0:05"", ""name"": NaN, ""Distance"": 0.5}","{""Distance_from_remote_control (m)"": 4443, ""Battery_level"": 30}{""time_stamp"": ""0:00"", ""name"": ""ferris wheel"", ""Distance"": 8.0} {""time_stamp"": ""0:02"", ""name"": ""stage of ferris wheel 1"", ""Distance"": 0.5} {""time_stamp"": ""0:04"", ""name"": ""stage of ferris wheel 2"", ""Distance"": 3.0} {""time_stamp"": ""0:05"", ""name"": NaN, ""Distance"": 0.5}"
8,https://drive.google.com/file/d/1ugZjdgJk_YUsk7GlL7NLPSbKMWQVHEas/view?usp=sharing,"(0:00) Risk of physical damage! There's a moving ride seat in the drone's flight path at a distance of 1m. [SEP]
(0:02) Risk of physical damage! There's another moving ride seat in the drone's flight path at a distance of .5m. Now the other ride seat is 3m away. [SEP]
(0:04) Risk of physical damage! Now the moving ride seat is 3m away. [SEP]
(0:05) Risk of physical damage! Now there's a chain of a ride seat in the drone's flight path at a distance of .5m. [SEP]
",(0:00) The drone is facing the risk of physical damage. There is a ride seat 1 in the drone's flight path at a distance of 1.0m. (0:02) The drone is facing the risk of physical damage. There is a nan in the drone's flight path at a distance of 3.0m. (0:05) The drone is facing the risk of physical damage. There is a chain of ride seat 4 in the drone's flight path at a distance of 0.5m.,,"{""time_stamp"": ""0:00"", ""name"": ""ride seat 1"", ""Distance"": 1.0} {""time_stamp"": ""0:02"", ""name"": NaN, ""Distance"": 3.0} {""time_stamp"": ""0:05"", ""name"": ""chain of ride seat 4"", ""Distance"": 0.5}","{""time_stamp"": ""0:00"", ""name"": ""ride seat 1"", ""Distance"": 1.0} {""time_stamp"": ""0:02"", ""name"": NaN, ""Distance"": 3.0} {""time_stamp"": ""0:05"", ""name"": ""chain of ride seat 4"", ""Distance"": 0.5}"
24,https://drive.google.com/file/d/1FhQTDHht3N-GQ3217ArKsxp5AyJFHH8a/view?usp=sharing,"Risk of physical damage! The drone has a damaged frame and low battery. It’s flying at an altitude of .5m. [SEP]
(0:01) Risk of physical damage! There's are 2 ships only 2m away. [SEP]","The drone is flying with a damaged frame.The drone is facing a risk of physical damage as it's flying over water surface at a very low altitude of 0.5m height.(0:01) The drone is facing the risk of physical damage. It's flying too close to ship 2 at a distance of 2.0m, and the pilot is not experienced. (0:01) The drone is facing the risk of physical damage. It's flying too close to ship 3 at a distance of 2.0m, and the pilot is not experienced.","{""Normal_frame"": false}{""Altitude (m)"": 0.5, ""flying over"": ""water""}","{""time_stamp"": ""0:01"", ""name"": ""ship 2"", ""Distance"": 2.0} {""time_stamp"": ""0:01"", ""name"": ""ship 3"", ""Distance"": 2.0}","{""Normal_frame"": false}{""Altitude (m)"": 0.5, ""flying over"": ""water""}{""time_stamp"": ""0:01"", ""name"": ""ship 2"", ""Distance"": 2.0} {""time_stamp"": ""0:01"", ""name"": ""ship 3"", ""Distance"": 2.0}"
1,https://drive.google.com/file/d/18cGxeCbitYc6em4y01M9CT-N_YDsht0V/view?usp=sharing,"Risk of physical damage! The drone's frame is in need of repair and it's flying indoors. [SEP]
(0:00) Risk of physical damage! In 2m, there's a skyscraper in the drone's flight path. [SEP]
(0:01) Risk of physical damage! Now the drone is flying .5m from the skyscraper. [SEP]
(0:04) Risk of physical damage! The drone is approaching a rooftop in its path 3m away. It continues to fly .5m from the skyscraper. [SEP]
(0:06) Risk of physical damage! There's a tall statue in the flight path 8m ahead. [SEP]
(0:08) Risk of physical damage! Now the drone is flying 1m from the statue. [SEP]","The drone is flying with a damaged frame.(0:00) The drone is facing the risk of physical damage. It's flying too close to skyscraper at a distance of 2.0m, and the pilot is not experienced. (0:01) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 0.5m, and the pilot is not experienced. (0:04) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 0.5m, and the pilot is not experienced. (0:04) The drone is facing the risk of physical damage. It's flying too close to rooftop at a distance of 3.0m, and the pilot is not experienced. (0:08) The drone is facing the risk of physical damage. It's flying too close to nan at a distance of 1.0m, and the pilot is not experienced.(0:00) The drone is facing the risk of physical damage. There is a skyscraper in the drone's flight path at a distance of 2.0m. (0:04) The drone is facing the risk of physical damage. There is a rooftop in the drone's flight path at a distance of 3.0m. (0:06) The drone is facing the risk of physical damage. There is a tall statue  in the drone's flight path at a distance of 8.0m.","{""Normal_frame"": false}","{""time_stamp"": ""0:00"", ""name"": ""skyscraper"", ""Distance"": 2.0} {""time_stamp"": ""0:01"", ""name"": NaN, ""Distance"": 0.5} {""time_stamp"": ""0:04"", ""name"": NaN, ""Distance"": 0.5} {""time_stamp"": ""0:04"", ""name"": ""rooftop"", ""Distance"": 3.0} {""time_stamp"": ""0:08"", ""name"": NaN, ""Distance"": 1.0}{""time_stamp"": ""0:00"", ""name"": ""skyscraper"", ""Distance"": 2.0} {""time_stamp"": ""0:04"", ""name"": ""rooftop"", ""Distance"": 3.0} {""time_stamp"": ""0:06"", ""name"": ""tall statue "", ""Distance"": 8.0}","{""Normal_frame"": false}{""time_stamp"": ""0:00"", ""name"": ""skyscraper"", ""Distance"": 2.0} {""time_stamp"": ""0:01"", ""name"": NaN, ""Distance"": 0.5} {""time_stamp"": ""0:04"", ""name"": NaN, ""Distance"": 0.5} {""time_stamp"": ""0:04"", ""name"": ""rooftop"", ""Distance"": 3.0} {""time_stamp"": ""0:08"", ""name"": NaN, ""Distance"": 1.0}{""time_stamp"": ""0:00"", ""name"": ""skyscraper"", ""Distance"": 2.0} {""time_stamp"": ""0:04"", ""name"": ""rooftop"", ""Distance"": 3.0} {""time_stamp"": ""0:06"", ""name"": ""tall statue "", ""Distance"": 8.0}"
36,https://drive.google.com/file/d/14PxgWWAXtlhHsdr555ku2j3R_bGvFDOa/view?usp=sharing,"Risk of physical damage! The drone has a damaged frame and empty battery. It’s flying at an altitude of 1m. [SEP]
(0:01) Risk of physical damage! There's a container ship only 1m away. [SEP]","The flying drone is runing out of battery with only 0% charge.The drone is flying with a damaged frame.(0:01) The drone is facing the risk of physical damage. It's flying too close to container ship at a distance of 1.0m, and the pilot is not experienced.","{""Battery_level"": 0}{""Normal_frame"": false}","{""time_stamp"": ""0:01"", ""name"": ""container ship"", ""Distance"": 1.0}","{""Battery_level"": 0}{""Normal_frame"": false}{""time_stamp"": ""0:01"", ""name"": ""container ship"", ""Distance"": 1.0}"
